"E-cigarettes may cause cancer and heart disease, says study.txt",1.1381069594990114
How vitamin D protects against heart failure.txt,0.9279953263388782
Dual attack with two existing drugs destroys lung cancer.txt,0.9028011205245624
What are the best foods for heart health?.txt,0.6978306830945444
What are the best diets for 2018?.txt,0.6363666940187322
Marijuana: Good or bad?.txt,0.5505762737530405
Night shifts raise women's cancer risk.txt,0.5180412119232898
Is this how abdominal fat leads to diabetes?.txt,0.46252484412009554
How much salt does it really take to harm your heart?.txt,0.4508090991665238
Vitamin D: Recent research uncovers new benefits.txt,0.4508090991665238
Death risk increased with two blood pressure drugs.txt,0.42664331076735845
Vitamin D-3 could 'reverse' damage to heart.txt,0.39924639948189855
Full-fat dairy may actually benefit heart health.txt,0.39924639948189855
"Baking soda: A safe, easy treatment for arthritis?.txt",0.3793347314592865
The state of cancer: Are we close to a cure?.txt,0.37582677500083694
Can a 16-week lifestyle intervention impact blood pressure?.txt,0.36761898650571473
Type 2 diabetes: New guidelines lower blood sugar control levels.txt,0.3302116965888298
Coconut oil: Healthful or unhealthful?.txt,0.2844288738449056
Low-calorie sweeteners may promote metabolic syndrome.txt,0.2844288738449056
This supplement may promote healthy arterial aging.txt,0.2844288738449056
Trouble losing weight? This might be why.txt,0.2844288738449056
This 'metastasis-blocking' compound may stop the spread of cancer.txt,0.23712029453683367
Viruses reprogrammed to attack cancer.txt,0.23712029453683367
Eight cancers could be diagnosed with a single blood test.txt,0.23712029453683367
Vitamin D may protect against cancer.txt,0.23712029453683367
Could Viagra and a flu shot kill cancer?.txt,0.23712029453683367
What are the best foods to fight aging?.txt,0.2254045495832619
Dogs: Our best friends in sickness and in health.txt,0.2254045495832619
These supplements may actually harm your health.txt,0.2254045495832619
Weight loss breakthrough: Sunlight is key.txt,0.1422144369224528
What are the best teas for health?.txt,0.1422144369224528
'Too much' brain calcium may cause Parkinson's.txt,0.1422144369224528
E-cigarette flavors found to be toxic.txt,0.1422144369224528
How to boost your brain.txt,0.1422144369224528
Belly fat linked to vitamin D deficiency.txt,0.1422144369224528
Could gut bacteria cause joint pain?.txt,0.1422144369224528
Drinking hot tea can contribute to cancer risk.txt,0.1422144369224528
The end of toxic chemo? Blocking vitamin B-2 may stop cancer.txt,0.1422144369224528
Osteoarthritis: Could researchers have found the key to prevention?.txt,0.0
The 10 best fitness blogs.txt,0.0
Low-fat vs low-carb: Which diet is best for weight loss?.txt,0.0
Intermittent fasting may have 'profound health benefits'.txt,0.0
Existing drug may prevent Alzheimer's.txt,0.0
The 10 best period tracking apps.txt,0.0
Keto diet: Scientists find link to diabetes risk.txt,0.0
"Fish oil may not be as healthful as you think, study finds.txt",0.0
HIV could be treated with a once-a-week pill.txt,0.0
Anxiety may be an early sign of Alzheimer's.txt,0.0
The top 10 mental health apps.txt,0.0
Alzheimer's risk 10 times lower with herpes medication.txt,0.0
How fruit juice affects the gut.txt,0.0
How does alcohol cause cancer?.txt,0.0
Alcohol 'more damaging to brain health than marijuana'.txt,0.0
"16:8 fasting diet actually works, study finds.txt",0.0
Magic mushrooms: Treating depression without dulling emotions.txt,0.0
What too much salt can do to your brain.txt,0.0
One injection could kill cancer.txt,0.0
New multiple sclerosis culprit identified.txt,0.0
Why a low-carb diet may not be so good for you.txt,0.0
Fasting-induced anti-aging molecule keeps blood vessels young.txt,0.0
How fasting boosts exercise's effects on endurance.txt,0.0
Cancer cells' survival strategy defeated with new approach.txt,0.0
The brain link between coffee and cannabis.txt,0.0
'Natural insecticide' kills advanced prostate cancer cells.txt,0.0
Type 2 diabetes: Intermittent fasting may raise risk.txt,0.0
Fats or carbs: What causes obesity?.txt,0.0
Hormone-fueled breast cancer cells halted with new approach.txt,0.0
Turmeric compound could boost memory and mood.txt,0.0
What are the health benefits of being creative?.txt,0.0
Skip the guilt: Red wine could protect your oral health.txt,0.0
How long-term depression alters the brain.txt,0.0
Multiple sclerosis: Have researchers found a key to prevention?.txt,0.0
Why all men 'should be concerned about declining testosterone'.txt,0.0
Is Parkinson's an autoimmune disease? More evidence emerges.txt,0.0
Colorectal cancer: The importance of diet.txt,0.0
Stomach acid drugs may cause depression.txt,0.0
New cancer vaccine is 100 percent successful in mouse model.txt,0.0
'Normal' blood sugar levels may not be so normal after all.txt,0.0
Can we learn to avoid being bitten by dogs?.txt,0.0
Which foods might stop your brain from shrinking?.txt,0.0
"Eating less not the best way to lose weight, study shows.txt",0.0
Could targeting gut bacteria prevent autoimmunity?.txt,0.0
What causes multiple sclerosis? Landmark study finds clue.txt,0.0
"Ibuprofen could stop Alzheimer's, say researchers.txt",0.0
Could an existing drug halt Parkinson's disease?.txt,0.0
How blueberries help to kill cancer cells.txt,0.0
Breakthrough: Researchers fix Alzheimer's gene.txt,0.0
A waking nightmare: The enigma of sleep paralysis.txt,0.0
Could 'dog flu' be the next pandemic?.txt,0.0
Alzheimer's: 'Triple-action' diabetes drug shows promise as treatment.txt,0.0
Understanding anhedonia: What happens in the brain?.txt,0.0
What happens in the brain when habits form?.txt,0.0
